title,author,isbn,totalcheckouts
"Mallory series,","Friedman, Laurie B.,","9781467709224 (trade hard cover : alk. paper)",40
"The only thing worse than witches /","Magaziner, Lauren.","9780803739185 (hardcover)",18
"Brown girl dreaming /","Woodson, Jacqueline,","0399252517 | 9780399252518",9
"The day the mice stood still :","Harrison, Paul.","9781480624528 (Paw Prints)",13
"The hidden book in the Bible /","Friedman, Richard Elliott.","0060630035 (hbk.) | 0060630043 (pbk.)",23
"Lulu and the rabbit next door /","McKay, Hilary.",9780807548165,21
"Calendar mysteries : November night /","Roy, Ron,","9780385371667 (hardcover library binding)",37
"The spy catchers of Maple Hill /","Blakemore, Megan Frazer.","9781619633483 (hardcover)",16
"Upside down in the middle of nowhere /","Lamana, Julie T.","9781452124568 (alk. paper)",25
"Villainous /","Cody, Matthew,","9780385754897 (hardcover)",15
"Comics Squad : recess! /",,"9780385370042 (library binding)",49
"Bigfoot boy : The sound of thunder /","Torres, J.,","9781894786591 (pbk.)",14
"Ivan :","Applegate, Katherine,","9780544252301 (hardcover)",1
"Sew in style :","Hentzel, Erin,","9781607057956 (soft cover)",14
"The stories of F. Scott Fitzgerald;","Fitzgerald, F. Scott",,36
"Start sweating! :","Kreisman, Rachelle,","9781937529659 (library hardcover)",7
"Surviving the Hindenburg /","Verstraete, Larry.",9781585367870,18
"Tooth and claw :","Arnosky, Jim,",9781402786242,8
"We love to sew :","Wrigley, Annabel,","9781607056324 (soft cover)",17
"When dinos dawned, mammals got munched, and Pterosaurs took flight :","Bonner, Hannah.","9781426308628 (hardback)",10
"Moví la mano =","Luján, Jorge,","1554984858 (bound) | 9781554984855 (bound)",5
"Let's get lost /","Alsaid, Adi,",9780373211241,15
"Yaqui Delgado wants to kick your ass /","Medina, Meg.","9780763658595 (hbk.)",2
"Blood of my blood /","Lyga, Barry,","9780316198707 (hbk.)",12
"Egg & spoon :","Maguire, Gregory,",9780763672201,18
"In the end /","Lunetta, Demitria,",9780062105486,14
"The island of excess love /","Block, Francesca Lia.","9780805096316 (hbk.)",5
"Messenger of Fear /","Grant, Michael,","9780062207401 (hardback) :",23
"Ruin and rising /","Bardugo, Leigh.","9780805094619 (hbk.)",24
"Skink no surrender /","Hiaasen, Carl.","9780375870514 (hardback)",14
"Tell me /","Bauer, Joan,","9780451470331 (hardcover)",24
"Unravel /","Howson, Imogen.","9781442446588 (hardcover)",10
"The walk on /","Feinstein, John.","9780385753463 (hbk.)",35
"The removers :","Meredith, Andrew,","9781476761213 (hardback : alkaline paper)",15
"Excellent sheep :","Deresiewicz, William,","9781476702711 (hardback)",19
"Getting life :","Morton, Michael,","9781476756820 (hardback)",11
"Good hunting :","Devine, Jack,","9780374130329 (hardback)",11
"No place to hide :","Greenwald, Glenn.","9781627790734 (hardcover)",1
"No place to hide :","Greenwald, Glenn.","9781627790734 (hardcover)",21
"Sons of Wichita :","Schulman, Daniel,","9781455518739 (hardback)",15
"Carla's comfort foods :","Hall, Carla.","9781451662221 (hardback)",22
"Dinner :","Rosenstrach, Jenny.","9780345549808 (pbk. : acidfree paper)",12
"Smoke & spice :","Jamison, Cheryl Alters.","9781558328365 (acidfree paper)",16
"Ending back pain :","Stern, Jack I.","9781583335468 (paperback)",7
"The invisible bridge :","Perlstein, Rick,",9781476782416,14
"Office 2013 :","Conner, Nancy,",9781449357085,15
"Yes please /","Poehler, Amy,","9780062268341 (hbk.)",32
"Eight world cups :","Vecsey, George,","9780805098488 (hardback) :",11
"Doctored :","Jauhar, Sandeep,","9780374141394 (hardback)",26
"Fierce patriot :","O'Connell, Robert L.","9781400069729 (alk. paper)",21
"Foreign correspondent :","Greenway, H. D. S.,","9781476761329 (cloth)",15
"The grieving child :","Fitzgerald, Helen.",0671767623,44
"Instinct :","Jakes, T. D.","9781455554041 (hardcover)",21
"John Wayne :","Eyman, Scott,","9781439199589 (hardback)",10
"Opening heaven's door :","Pearson, Patricia,",9781476757063,18
"Sylvia :","Eade, Philip.","9781250045898 (hardcover)",6
"This is Pollock /","Ingram, Catherine,","9781780673462 (hbk.)",15
"The waiting :","LaGrow, Cathy.","9781414391908 (hc)",5
"Working stiff :","Melinek, Judy,","9781476727257 (hardcover)",20
"The organized mind :","Levitin, Daniel J.,","9780525954187 (hardcover)",27
"Cop town","Slaughter, Karin,","9781628991680 (large print : hardcover : acidfree paper)",27
"Leroy Ninker saddles up /","DiCamillo, Kate.",9780763663391,41
"Quest /","Becker, Aaron,","0763665959 | 9780763665951",27
"The quest for paradise :","Stilton, Geronimo.","0545253071 | 9780545253079",59
"Magic by the lake /","Eager, Edward.","0152020764 (pbk.) | 0152020772",55
"Sonia Sotomayor :","Winter, Jonah,","1442403039 (hbk.) | 9781442403031 (hbk.)",13
"The Never Girls, No. 05 : Wedding wings /","Thorpe, Kiki,","9780736481410 (lib. bdg.)",42
"The Never Girls, No. 06 : The woods beyond /","Thorpe, Kiki.","9780736481489 (lib. bdg.)",34
"What's so yummy? :","Harris, Robie H.",9780763636326,11
"Flash boys :","Lewis, Michael","9781410471543 (hardback)",16
"The secret place","French, Tana.","9781410469786 (hardback)",18
"The unexpected waltz","Wright, Kim,","9781410471185 (hardcover)",19
"Festive in death","Robb, J. D.,","9781410471444 (hardback)",22
"Lisette's list :","Vreeland, Susan.","9781410471291 (large print : hardback)",19
"Blood on the water :","Perry, Anne.","9781410472618 (hardcover : large print)",24
"Angels walking","Kingsbury, Karen.","9781410471154 (lg. print : hbk.)",26
"Meeting the shadow :",,"087477618X :",20
"Education in America /","Meyer, Stephen,",9781569957974,
"Sports in America :","Meyer, Stephen,","9781569958001 (pbk.)",
"Growing old in America /","Wexler, Barbara,","9781569957998 (pbk.)",
"Women in America /","Lane, Mark.","9781569958018 (pbk.)",
"Abortion /","Wexler, Barbara,","9781569957943 (pbk.)",3
"HIV/AIDS /","Wexler, Barbara,","9781569957950 (pbk.)",
"Animal rights /","Evans, Kimberly Masters,",9781569957875,
"Alcohol, tobacco, and illicit drugs /","Meyer, Stephen.",9781569957868,1
"Water :","Evans, Kimberly Masters.","9781569957936 (pbk.)",
"Growing up :","Wexler, Barbara.","9781569957905 (pbk.)",
"Crime, prisons, and jails /","Evans, Kimberly Masters.",9781569957882,
"Genetics and genetic engineering /","Wexler, Barbara.",9781569957899,
"Brotherhood of the tomb /","Easterman, Daniel.","038524178X :",20
"Mole and Shrew find a clue /","Koller, Jackie French.","037580692X | 0375906924",59
"The usual rules /","Maynard, Joyce,",0312242611,68
"Paterno legacy :","Paterno, Jay.",9781600789748,13
"Freshwater fishes /","Jango-Cohen, Judith.",0761413987,36
"The counterfeit heiress :","Alexander, Tasha,",9781250024695,29
"Day of vengeance /","Dams, Jeanne M.,","9780727883971 (hbk.)",22
"Deadline /","Sandford, John,","9780399162374 (hardcover)",37
"A demon summer :","Malliet, G. M.,","9781250021410 (hardback)",24
"Desert rage :","Webb, Betty,","9781464203107 (hardcover)",20
"First impressions :","Lovett, Charles C.","9780525427247 (hbk.)",21
"French pastry murder /","Meier, Leslie,","9780758277046 (hardcover) :",30
"The Handsome Man's De Luxe Cafe /","McCall Smith, Alexander,","9780307911544 (hardback)",13
"The Handsome Man's De Luxe Cafe /","McCall Smith, Alexander,","9780307911544 (hardback)",28
"The Handsome Man's De Luxe Cafe /","McCall Smith, Alexander,","9780307911544 (hardback)",37
"Jane and the twelve days of Christmas /","Barron, Stephanie.","9781616954239 (hardback)",18
"Malice /","Higashino, Keigo,","9781250035608 (hardcover)",27
"Paris match :","Woods, Stuart,","9780399169120 (hardback)",26
"Paris match :","Woods, Stuart,","9780399169120 (hardback)",26
"Raging heat /","Castle, Richard,",9781401324810,21
"Raging heat /","Castle, Richard,",9781401324810,26
"Wait for signs :","Johnson, Craig,","0525427910 (hbk.) | 9780525427919 (hbk.)",22
"Seventh grave and no body /","Jones, Darynda,","9781250045645 (hbk.)",15
"The clockwork dagger /","Cato, Beth.","9780062313843 (paperback)",20
"The falcon throne /","Miller, Karen,",9780316120081,14
"Hawk /","Brust, Steven,","9780765324443 (hardcover : acidfree paper)",17
"Poison fruit /","Carey, Jacqueline,","9780451465313 (hardback)",13
"A sudden light :","Stein, Garth,","9781439187036 (hbk.) :",20
"A sudden light :","Stein, Garth,","9781439187036 (hbk.) :",27
"Accidents of marriage :","Meyers, Randy Susan.",9781451673043,20
"The assassination of Margaret Thatcher :","Mantel, Hilary,","9781627792103 (hbk.)",14
"Best to laugh :","Landvik, Lorna,","9780816694532 (hc : alk. paper)",22
"The boy who said no :","Sheehy, Patti,",9781608091317,32
"Reunion :","Pittard, Hannah,","9781455553617 (hbk.)",21
"There must be some mistake :","Barthelme, Frederick,",9780316231244,25
"The boy who drew monsters :","Donohue, Keith.","9781250057150 (hardback)",26
"Nora Webster :","Tóibín, Colm,","9781439138335 (hardcover)",25
"Run :","Grant, Andrew,","9780345540720 (hbk. : alk. paper)",30
"Under the knife /","Gerritsen, Tess,","9780727884152 (hbk.)",37
"Mr. Miracle :","Macomber, Debbie.","9780804194563 :",26
"Sidney Sheldon's Chasing tomorrow","Bagshawe, Tilly,",9780062344076,37
"Winter street","Hilderbrand, Elin,","9780316410663 (hardcover)",37
"You can, you will :","Osteen, Joel,","9781455575718 (hardcover ed.) :",22
"Pegasus :","Steel, Danielle.",9780345530974,38
"The second time around /","Clark, Mary Higgins.",0743206061,15
"The second time around /","Clark, Mary Higgins.",0743206061,70
"Champagne supernovas :","Callahan, Maureen.",9781451640533,13
"I'll drink to that :","Halbreich, Betty,","9781594205705 :",20
"Sweet Mandarin cookbook :","Tse, Helen,",9781909487079,20
"The war that ended peace :","MacMillan, Margaret,","9780812980660 (pbk.)",27
"Way below the angels :","Harline, Craig.","9780802871503 (cloth : alk. paper)",11
"For all time :","Kempthorne, Charley.",0867093811,22
"Yeah! Yeah! Yeah! :","Stanley, Bob,","9780393242690 (hardcover) :",17
"The glass cage :","Carr, Nicholas G.,","9780393240764 (hardcover)",19
"Thinking differently :","Flink, David,","9780062225931 (paperback)",11
"Rebellion :","Ackroyd, Peter,","9781250003638 (hardcover)",18
"Empire of sin :","Krist, Gary.","9780770437060 (hardback)",15
"Make it mighty ugly :","Werker, Kim P.,","9781570619144 (paperback)",11
"The underground girls of Kabul :","Nordberg, Jenny.","9780307952493 (hardcover)",18
"Not that kind of girl :","Dunham, Lena,","9780812994995 (hardback : acidfree paper)",27
"World order /","Kissinger, Henry,","9781594206146 (hardcover)",15
"The First Family detail :","Kessler, Ronald,",9780804139212,20
"The other side of history :","Garland, Robert.","1598038613 | 9781598038613",34
"Edison, inventing the century /","Baldwin, Neil,","0786860413 :",26
"How to listen to and understand great music","Greenberg, Robert,","1565855531 : | 9781565855533",8
"How to listen to and understand great music","Greenberg, Robert,","1565855531 : | 9781565855533",6
"How to listen to and understand great music","Greenberg, Robert,","1565855531 : | 9781565855533",5
"How to listen to and understand great music","Greenberg, Robert,","1565855531 : | 9781565855533",10
"How to listen to and understand great music","Greenberg, Robert,","1565855531 : | 9781565855533",22
"Afterschool charisma, Vol. 1 /","Suekane, Kumiko.","9781421533971 (pbk.)",22
"Afterschool charisma, Vol. 2 /","Suekane, Kumiko.","9781421533988 (pbk.)",20
"Afterschool charisma, Vol. 3 /","Suekane, Kumiko.",9781421537269,15
"Afterschool charisma, Vol. 4 /","Suekane, Kumiko.",9781421540214,11
"Afterschool charisma, Vol. 5 /","Suekane, Kumiko.","9781421540801 (pbk.)",6
"Afterschool charisma.","Suekane, Kumiko.",9781421542171,7
"Afterschool charisma, Vol. 7 /","Suekane, Kumiko.",9781421549224,6
"Natsume's book of friends, Vol. 10 /","Midorikawa, Yuki,",9781421539393,11
"Natsume's book of friends, Vol. 02 /","Midorikawa, Yuki,",9781421532448,10
"Natsume's book of friends.","Midorikawa, Yuki,","9781421532455 (pbk)",22
"Natsume's book of friends, Vol. 04 /","Midorikawa, Yuki,",9781421532462,19
"Natsume's book of friends, Vol. 05 /","Midorikawa, Yuki,",9781421532479,10
"Natsume's book of friends, Vol. 06 /","Midorikawa, Yuki,",9781421532486,9
"Natsume's book of friends, Vol. 07 /","Midorikawa, Yuki,",9781421532745,9
"Natsume's book of friends, Vol. 08 /","Midorikawa, Yuki,",9781421535920,10
"Natsume's book of friends, Vol. 09 /","Midorikawa, Yuki,","9781421538877 (pbk.)",10
"Black ice /","Fitzpatrick, Becca.","9781442474260 (hbk.)",13
"Glory O'Brien's history of the future /","King, A. S.","9780316222723 (hardcover)",16
"Rumble /","Hopkins, Ellen.","9781442482845 (hardcover)",24
"Waterfall /","Kate, Lauren,",9780385742672,4
"The blood of Olympus : Heroes of Olympus ; bk. 5 /","Riordan, Rick.","9781423146735 (hardback)",27
"100 sideways miles /","Smith, Andrew","9781442444959 (hardcover)",14
"Unfriended /","Vail, Rachel,","9780670013074 (hbk.)",14
"Jim Henson's Enchanted sisters.","Allen, Elise,","9781619632561 (hardcover)",20
"Community soup /","Fullerton, Alma.","1927485274 (hc.) | 9781927485279 (hc.)",15
"Count on the subway /","Jacobs, Paul DuBois.","0307979237 (trade) | 9780307979230 (trade) | 9780307979247 (library binding)",13
"Doug unplugs on the farm /","Yaccarino, Dan,","9780385753289 (hardback) | 9780385753296 (lib. bdg.)",21
"Draw! /","Colón, Raúl.","1442494921 (hardcover) | 9781442494923 (hardcover)",18
"I got the rhythm /","Schofield-Morrison, Connie,","9781619631786 (hardback) | 9781619631793 (library edition)",25
"Pom and Pim /","Landström, Lena,","9781877579660 (hardback)",16
"Creature features :","Jenkins, Steve,","9780544233515 (hbk.)",19
"Lily :","Mueller, Carolyn E.,",9781935806677,12
"The magician of Auschwitz /","Kacer, Kathy,",9781927583463,16
"Slumber wonders :","Andrus, Aubre,",9781609580407,17
"The Snow Queen. /","Godeau, Natacha.",9782733825303,23
"A brighter tomorrow :","McDonald, Megan.","9781480651562 (Paw Prints)",25
"Catch the wind : my journey with Caroline /","Ernst, Kathleen,","9781480651609 (hbk.) (Paw Prints)",25
"The Doll people set sail /","Martin, Ann M.,",9781423136835,18
"Full speed ahead : my journey with Kit /","Tripp, Valerie,",,28
"The glow of the spotlight : my journey with Rebecca /","Greene, Jacqueline Dembar,",,21
"The Grimjinx rebellion /","Farrey, Brian,","9780062049346 (hbk.)",10
"The key that swallowed Joey Pigza /","Gantos, Jack.","9780374300838 (hardback)",8
"Cupcake diaries #22 : Mia's recipe for disaster /","Simon, Coco,",9781481418652,49
"A new beginning :","Patrick, Denise Lewis,","9781480651586 (Paw Prints)",18
"A new beginning :","Patrick, Denise Lewis,","9781480651586 (Paw Prints)",11
"Lockwood & Co : The whispering skull /","Stroud, Jonathan.","9781423164920 (hardback)",26
"Poinsettia and the firefighters /","Bond, Felicia.","0690044003 : | 0690044011 (lib. bdg.) :",76
"Iraq /","Hassig, Susan M.,","9780761449942 (hardcover)",
"Who came first :","Lauber, Patricia.","0792282280 (hardcover)",11
"Henry's hand /","MacDonald, Ross,","141970527X | 9781419705274",27
"I'm my own dog /","Stein, David Ezra,","0763661392 | 9780763661397",27
"Moosey Moose /","Raschka, Christopher.","1419712020 (pbk.) | 9781419712029 (pbk.)",11
"Hansel & Gretel :","Gaiman, Neil,",9781935179627,10
"Ten thank-you letters /","Kirk, Daniel,","0399169377 | 9780399169373 :",20
"The Golem of Hollywood","Kellerman, Jonathan,","9781410473295 (hardcover)",31
"Orange is the new black :","Kerman, Piper.","9781410472120 (hardback)",17
"The vacationers","Straub, Emma.","9781410472342 (large print : hardcover)",23
"The Khan's daughter :","Yep, Laurence,",0590483897,60
"The escape /","Baldacci, David,","9781455521197 (regular ed.)",42
"Starfish /","Hurd, Edith Thacher,",0060283572,23
"Christmas cookies :","Rosenthal, Amy Krouse.","0060580240 (trade bdg.) | 0060580259 (lib bdg.) | 9780060580247 (trade bdg.) | 9780060580254 (lib bdg.)",9
"Dee Dee and me /","Schwartz, Amy.","082342524X (hardcover) | 9780823425242 (hardcover)",14
"Julie black belt :","Chin, Oliver Clyde,","1597020095 (hardcover) | 9781597020091 (hardcover)",23
"Give and take /","Raschka, Christopher,","1442416556 (hardcover) | 9781442416550 (hardcover)",17
"The Christmas wish /","Evert, Lori.","9780375971730 (lib bdg.) | 9780449816813 (trade)",10
"The misadventures of Sweetie Pie /","Van Allsburg, Chris,","0547315821 (hbk.) | 9780547315829 (hbk.)",25
"Nana in the city /","Castillo, Lauren,","0544104439 (hardcover) | 9780544104433 (hardcover)",17
"Thanksgiving for Emily Ann /","Johnston, Teresa,","0545434130 (pbk.) | 0545773709 | 9780545434133 (pbk.) | 9780545773706",14
"Terra Tempo : The Academy of Planetary Evolution /","Shapiro, David,","9781940052090 (paperback)",10
"Mr. Ball :","Townsend, Michael","9781609054588 (hbk.)",28
"Nickel and dimed :","Ehrenreich, Barbara.","0805063889 (hc.)",6
"Nickel and dimed :","Ehrenreich, Barbara.","0805063889 (hc.)",93
"The 9 lives of Alexander Baddenfield /","Marciano, John Bemelmans,","9780670014064 (hardcover)",16
"All different now :","Johnson, Angela,","9780689873768 (hardcover)",7
"The castle behind thorns /","Haskell, Merrie.","9780062008190 (hardcover bdg.)",23
"Duke /","Larson, Kirby.","9780545416375 (jacketed hardcover)",27
"EllRay Jakes rocks the holidays! /","Warner, Sally,","9780451469090 (hardcover)",8
"Hook's revenge /","Schulz, Heidi,",9781423198673,15
"My heart is laughing /","Lagercrantz, Rose,","9781877579523 (hardback)",20
